name,category,total_calls,total_duration,avg_duration,max_duration,pct_business_hours,pct_late_night,avg_hour,first_call,last_call,days_active,is_one_off,calls_per_month,is_active,predicted_category
Louis,Unknown,2,322,161.0,248,0.5,0.5,15.0,2022-09-13,2022-09-14,1,False,1.9354838709677415,False,Service Provider
Lourens,Unknown,1,49,49.0,49,0.0,0.0,10.0,2024-09-28,2024-09-28,0,True,1.0,True,Service Provider
Louw,Unknown,4,20,5.0,6,1.0,0.0,14.75,2022-02-22,2022-02-22,0,False,4.0,False,Supplier
Lowe,Unknown,15,1062,45.0,288,0.4,0.0666666666666666,14.8,2022-02-22,2023-03-02,373,False,1.1166253101736971,False,Important Contacts
Lubbe,Unknown,9,304,20.0,103,0.1111111111111111,0.3333333333333333,16.88888888888889,2022-09-14,2022-09-25,11,False,6.585365853658536,False,Important Contacts
Lubisi,Unknown,1,10,10.0,10,0.0,0.0,12.0,2023-08-13,2023-08-13,0,True,1.0,False,Service Provider
Lucas,Unknown,3,1095,136.0,938,1.0,0.0,11.333333333333334,2022-09-14,2023-02-09,148,False,0.5056179775280899,False,Service Provider
Ludick,Unknown,23,958,29.0,208,0.782608695652174,0.0,12.434782608695652,2023-08-14,2024-10-01,414,False,1.554054054054054,True,Supplier
Lukas,Unknown,4,629,112.5,389,1.0,0.0,11.5,2022-09-14,2022-10-03,19,False,2.4489795918367347,False,Supplier
Luke,Unknown,4,507,75.0,352,1.0,0.0,11.75,2022-02-22,2023-02-28,371,False,0.2992518703241895,False,Supplier
Lukhele,Unknown,2,18,9.0,15,0.0,0.0,12.0,2024-09-28,2024-09-28,0,False,2.0,True,Service Provider
Lushaba,Unknown,2,200,100.0,161,0.0,0.0,14.0,2024-09-28,2024-09-28,0,False,2.0,True,Service Provider
Luthuli,Unknown,2,48,24.0,44,0.0,0.0,14.0,2024-09-28,2024-09-28,0,False,2.0,True,Service Provider
Luvuno,Unknown,1,81,81.0,81,1.0,0.0,16.0,2023-08-14,2023-08-14,0,True,1.0,False,Supplier
Maake,Unknown,1,109,109.0,109,0.0,0.0,19.0,2022-09-14,2022-09-14,0,True,1.0,False,Service Provider
Mabasa,Unknown,1,50,50.0,50,1.0,0.0,10.0,2023-08-15,2023-08-15,0,True,1.0,False,Service Provider
Mabaso,Unknown,6,294,37.0,133,1.0,0.0,13.333333333333334,2023-08-15,2024-01-22,160,False,0.9473684210526316,False,Supplier
Mabena,Unknown,1,762,762.0,762,1.0,0.0,15.0,2023-08-15,2023-08-15,0,True,1.0,False,Service Provider
Mabunda,Unknown,2,67,33.5,66,0.0,0.0,12.5,2024-09-29,2024-09-29,0,False,2.0,True,Service Provider
Mabuza,Unknown,1,23,23.0,23,0.0,0.0,17.0,2023-08-15,2023-08-15,0,True,1.0,False,Supplier
Madlala,Unknown,1,117,117.0,117,0.0,0.0,12.0,2024-09-29,2024-09-29,0,True,1.0,True,Service Provider
Maduna,Unknown,2,104,52.0,55,1.0,0.0,10.5,2023-08-16,2023-08-18,2,False,1.875,False,Service Provider
Magnet Computers,Supplier,111,4606,29.0,231,0.7297297297297297,0.0,12.54954954954955,2022-02-24,2024-07-29,886,False,3.6353711790393017,True,Supplier
Magwaza,Unknown,1,349,349.0,349,1.0,0.0,11.0,2024-09-30,2024-09-30,0,True,1.0,True,Service Provider
Maharaj,Unknown,3,129,4.0,122,1.0,0.0,13.0,2024-06-17,2024-09-30,105,False,0.6666666666666666,True,Supplier
Majola,Unknown,1,17,17.0,17,1.0,0.0,13.0,2023-08-16,2023-08-16,0,True,1.0,False,Supplier
Makro,Supplier,5,528,97.0,229,1.0,0.0,11.6,2023-05-22,2023-10-19,150,False,0.8333333333333334,False,Supplier
Malan,Unknown,1,3,3.0,3,0.0,0.0,7.0,2022-09-15,2022-09-15,0,True,1.0,False,Service Provider
Malatji,Unknown,1,29,29.0,29,1.0,0.0,13.0,2024-09-30,2024-09-30,0,True,1.0,True,Supplier
Maleka,Unknown,85,1692,15.0,60,0.0705882352941176,0.0,15.588235294117649,2023-08-17,2024-07-01,319,False,7.306590257879656,True,Supplier
Malinga,Unknown,1,12,12.0,12,1.0,0.0,15.0,2024-09-30,2024-09-30,0,True,1.0,True,Supplier
Marais,Unknown,1,64,64.0,64,1.0,0.0,13.0,2023-08-17,2023-08-17,0,True,1.0,False,Supplier
Maritz,Unknown,1,28,28.0,28,1.0,0.0,16.0,2023-08-17,2023-08-17,0,True,1.0,False,Supplier
Martin,Unknown,2,106,53.0,102,1.0,0.0,13.5,2023-08-18,2024-10-01,410,False,0.1363636363636363,True,Supplier
Masango,Unknown,2,48,24.0,35,0.5,0.0,15.0,2024-04-25,2024-09-30,158,False,0.3191489361702128,True,Supplier
Maseko,Unknown,1,4,4.0,4,1.0,0.0,13.0,2023-08-18,2023-08-18,0,True,1.0,False,Supplier
Mashaba,Unknown,1,3,3.0,3,1.0,0.0,9.0,2024-10-01,2024-10-01,0,True,1.0,True,Service Provider
Mashego,Unknown,1,49,49.0,49,1.0,0.0,9.0,2024-10-01,2024-10-01,0,True,1.0,True,Service Provider
Mashele,Unknown,2,37,18.5,34,1.0,0.0,12.0,2024-10-01,2024-10-01,0,False,2.0,True,Service Provider
Masondo,Unknown,1,58,58.0,58,1.0,0.0,12.0,2024-10-01,2024-10-01,0,True,1.0,True,Service Provider
Masuku,Unknown,2,155,77.5,121,1.0,0.0,14.5,2023-08-18,2023-08-18,0,False,2.0,False,Supplier
Mathe,Unknown,1,2,2.0,2,1.0,0.0,13.0,2022-09-15,2022-09-15,0,True,1.0,False,Supplier
Matlala,Unknown,1,3,3.0,3,1.0,0.0,13.0,2024-10-01,2024-10-01,0,True,1.0,True,Supplier
Mavuso,Unknown,3,159,19.0,129,1.0,0.0,13.666666666666666,2023-08-18,2023-12-14,118,False,0.6081081081081081,False,Supplier
Mbambo,Unknown,1,12,12.0,12,1.0,0.0,14.0,2023-08-18,2023-08-18,0,True,1.0,False,Supplier
Mbanjwa,Unknown,1,4,4.0,4,1.0,0.0,13.0,2024-10-01,2024-10-01,0,True,1.0,True,Supplier
Mbatha,Unknown,1,20,20.0,20,1.0,0.0,15.0,2023-08-18,2023-08-18,0,True,1.0,False,Supplier
Mbele,Unknown,2,117,58.5,91,0.5,0.0,10.0,2022-09-15,2022-10-13,28,False,1.0344827586206895,False,Service Provider
Mbhele,Unknown,2,139,69.5,72,0.0,0.0,10.0,2023-08-19,2023-08-19,0,False,2.0,False,Service Provider
Mchunu,Unknown,5,186,26.0,84,0.8,0.0,14.6,2023-08-23,2023-09-09,17,False,3.1914893617021276,False,Supplier
Mdluli,Unknown,1,58,58.0,58,0.0,0.0,18.0,2023-08-23,2023-08-23,0,True,1.0,False,Supplier
Meyer,Unknown,33,2462,37.0,343,0.5757575757575758,0.0,13.87878787878788,2022-09-15,2023-05-01,228,False,3.8372093023255816,False,Supplier
Mhlanga,Unknown,3,36,13.0,15,1.0,0.0,12.666666666666666,2024-08-01,2024-10-01,61,False,0.989010989010989,True,Supplier
Mhlongo,Unknown,2,18,9.0,16,0.0,0.0,18.0,2024-10-01,2024-10-01,0,False,2.0,True,Supplier
MiWay Insurance,Service Provider,1,4,4.0,4,1.0,0.0,11.0,2022-08-16,2022-08-16,0,True,1.0,False,Service Provider
Microjet SA,Supplier,29,4283,119.0,346,0.9310344827586208,0.0,12.758620689655173,2022-10-05,2024-07-22,656,False,1.2682215743440233,True,Supplier
Miway Life,Service Provider,7,3472,386.0,1290,1.0,0.0,11.0,2022-07-05,2023-09-19,441,False,0.445859872611465,False,Service Provider
Mkhize,Unknown,1,52,52.0,52,0.0,0.0,12.0,2023-08-26,2023-08-26,0,True,1.0,False,Service Provider
Mlambo,Unknown,1,4,4.0,4,0.0,0.0,10.0,2023-08-27,2023-08-27,0,True,1.0,False,Service Provider
Mncube,Unknown,1,42,42.0,42,1.0,0.0,11.0,2023-08-28,2023-08-28,0,True,1.0,False,Service Provider
Mngadi,Unknown,2,93,46.5,59,0.5,0.0,16.0,2023-08-28,2023-08-28,0,False,2.0,False,Service Provider
Mnguni,Unknown,1,67,67.0,67,0.0,0.0,7.0,2023-08-30,2023-08-30,0,True,1.0,False,Service Provider
Mnisi,Unknown,2,87,43.5,84,1.0,0.0,14.0,2022-09-15,2023-04-12,209,False,0.2510460251046025,False,Supplier
Modiba,Unknown,27,22280,390.0,5850,0.2962962962962963,0.1481481481481481,14.407407407407408,2023-08-31,2024-07-13,317,False,2.3342939481268012,True,Service Provider
Modise,Unknown,3,13,4.0,5,1.0,0.0,10.333333333333334,2023-08-31,2023-09-01,1,False,2.9032258064516125,False,Service Provider
Mogale,Unknown,1,4,4.0,4,1.0,0.0,12.0,2023-08-31,2023-08-31,0,True,1.0,False,Service Provider
Mohale,Unknown,1,30,30.0,30,1.0,0.0,8.0,2023-09-01,2023-09-01,0,True,1.0,False,Service Provider
Mohlala,Unknown,1,63,63.0,63,0.0,0.0,6.0,2024-10-02,2024-10-02,0,True,1.0,True,Service Provider
Mokoena,Unknown,2,170,85.0,95,1.0,0.0,8.0,2024-10-02,2024-10-02,0,False,2.0,True,Service Provider
Mokwena,Unknown,1,93,93.0,93,1.0,0.0,11.0,2024-10-02,2024-10-02,0,True,1.0,True,Service Provider
Molefe,Unknown,1,233,233.0,233,1.0,0.0,11.0,2023-09-01,2023-09-01,0,True,1.0,False,Service Provider
Moloi,Unknown,1,17,17.0,17,0.0,0.0,17.0,2022-09-15,2022-09-15,0,True,1.0,False,Supplier
Moloto,Unknown,2,44,22.0,22,1.0,0.0,12.5,2023-09-01,2024-01-12,133,False,0.3680981595092024,False,Supplier
Momentum,Service Provider,4,1732,500.5,721,0.75,0.0,10.0,2023-03-24,2023-03-27,3,False,3.636363636363636,False,Service Provider
Momentum Group,Service Provider,3,850,219.0,558,1.0,0.0,11.0,2023-03-24,2023-03-24,0,False,3.0,False,Service Provider
Moodley,Unknown,1,50,50.0,50,1.0,0.0,11.0,2024-10-02,2024-10-02,0,True,1.0,True,Service Provider
Mosia,Unknown,7,1237,76.0,812,0.0,0.0,15.142857142857142,2022-09-15,2024-07-02,656,False,0.3061224489795918,True,Service Provider
Mostert,Unknown,6,105,6.0,71,1.0,0.0,13.833333333333334,2024-10-02,2024-10-02,0,False,6.0,True,Supplier
Motau,Unknown,1,136,136.0,136,1.0,0.0,12.0,2022-09-16,2022-09-16,0,True,1.0,False,Service Provider
Motaung,Unknown,1,39,39.0,39,1.0,0.0,12.0,2024-10-03,2024-10-03,0,True,1.0,True,Service Provider
Mother EMI01,Family,361,118086,68.0,4644,0.5235457063711911,0.0083102493074792,13.8005540166205,2022-01-14,2024-09-30,990,False,10.617647058823527,True,Family
Moyo,Unknown,2,32,16.0,28,1.0,0.0,16.0,2022-02-22,2022-02-22,0,False,2.0,False,Supplier
Mpanza,Unknown,3,65,25.0,34,0.6666666666666666,0.0,14.333333333333334,2023-09-01,2024-09-28,393,False,0.2127659574468085,True,Supplier
Msibi,Unknown,1,67,67.0,67,1.0,0.0,12.0,2022-09-16,2022-09-16,0,True,1.0,False,Service Provider
Msiza,Unknown,1,36,36.0,36,1.0,0.0,15.0,2022-09-16,2022-09-16,0,True,1.0,False,Important Contacts
Msomi,Unknown,1,90,90.0,90,0.0,0.0,7.0,2022-09-17,2022-09-17,0,True,1.0,False,Service Provider
Mthembu,Unknown,1,33,33.0,33,0.0,0.0,17.0,2024-10-03,2024-10-03,0,True,1.0,True,Important Contacts
Mtshali,Unknown,2,540,270.0,473,1.0,0.0,12.0,2024-10-04,2024-10-04,0,False,2.0,True,Service Provider
Mtsweni,Unknown,1,548,548.0,548,1.0,0.0,12.0,2024-01-03,2024-01-03,0,True,1.0,False,Service Provider
Mudau,Unknown,5,49,2.0,37,0.0,0.0,10.0,2022-09-17,2022-09-17,0,False,5.0,False,Service Provider
Muller,Unknown,1,38,38.0,38,0.0,0.0,17.0,2023-09-01,2023-09-01,0,True,1.0,False,Important Contacts
Munyai,Unknown,1,138,138.0,138,0.0,0.0,10.0,2023-09-02,2023-09-02,0,True,1.0,False,Service Provider
Mushe Screen Supplier,Supplier,83,3287,27.0,369,0.7951807228915663,0.0,13.55421686746988,2022-03-16,2024-10-04,933,False,2.585669781931464,True,Supplier
Mustek,Supplier,28,8618,144.5,1174,1.0,0.0,12.714285714285714,2022-02-16,2024-02-23,737,False,1.0951760104302477,False,Supplier
Myeni,Unknown,1,154,154.0,154,0.0,0.0,10.0,2022-09-17,2022-09-17,0,True,1.0,False,Service Provider
Nagel,Unknown,3,972,285.0,572,0.0,0.0,14.666666666666666,2022-09-17,2022-09-17,0,False,3.0,False,Service Provider
Naicker,Unknown,1,36,36.0,36,1.0,0.0,15.0,2024-01-03,2024-01-03,0,True,1.0,False,Important Contacts
Naidoo,Unknown,1,66,66.0,66,0.0,0.0,10.0,2023-09-02,2023-09-02,0,True,1.0,False,Service Provider
Naidu,Unknown,2,66,33.0,63,0.0,0.0,13.5,2022-09-18,2022-09-18,0,False,2.0,False,Service Provider
Nair,Unknown,2,104,52.0,68,0.0,0.0,18.0,2022-02-22,2022-02-22,0,False,2.0,False,Service Provider
Nala,Unknown,2,47,23.5,32,0.5,0.0,13.5,2022-02-22,2024-03-13,750,False,0.0769230769230769,False,Supplier
Naude,Unknown,1,34,34.0,34,0.0,0.0,7.0,2022-09-19,2022-09-19,0,True,1.0,False,Service Provider
Ncube,Unknown,9,6903,461.0,2832,0.3333333333333333,0.3333333333333333,15.11111111111111,2022-09-19,2023-12-23,460,False,0.5510204081632653,False,Service Provider
Ndaba,Unknown,6,981,132.5,412,0.8333333333333334,0.0,12.666666666666666,2022-09-19,2022-10-21,32,False,2.9032258064516134,False,Service Provider
Ndabeni,Unknown,1,5,5.0,5,1.0,0.0,14.0,2024-01-04,2024-01-04,0,True,1.0,False,Supplier
Ndala,Unknown,1,79,79.0,79,0.0,0.0,17.0,2022-09-19,2022-09-19,0,True,1.0,False,Service Provider
Ndamase,Unknown,1,26,26.0,26,1.0,0.0,9.0,2024-01-05,2024-01-05,0,True,1.0,False,Service Provider
Ndebele,Unknown,1,83,83.0,83,1.0,0.0,10.0,2024-01-05,2024-01-05,0,True,1.0,False,Service Provider
Ndhlovu,Unknown,1,84,84.0,84,1.0,0.0,11.0,2024-01-05,2024-01-05,0,True,1.0,False,Service Provider
Ndinisa,Unknown,1,54,54.0,54,1.0,0.0,13.0,2024-01-05,2024-01-05,0,True,1.0,False,Supplier
Ndlazi,Unknown,2,49,24.5,25,0.0,0.0,11.0,2023-09-02,2023-09-02,0,False,2.0,False,Service Provider
Ndlela,Unknown,4,35,8.5,14,0.0,0.0,12.0,2023-09-02,2023-09-02,0,False,4.0,False,Service Provider
Ndlovu,Unknown,35,972,19.0,110,0.8571428571428571,0.0,11.6,2023-09-04,2024-08-02,333,False,2.8925619834710745,True,Supplier
Ndou,Unknown,5,18,3.0,8,0.4,0.0,15.0,2022-02-22,2024-06-21,850,False,0.1704545454545454,True,Supplier
Nedbank,Service Provider,10,5543,344.0,1885,1.0,0.0,13.0,2022-04-20,2024-06-19,791,False,0.3654080389768575,True,Service Provider
Nedbank Bank,Service Provider,6,3630,558.5,1415,1.0,0.0,12.0,2022-09-09,2024-07-18,678,False,0.2542372881355932,True,Service Provider
Nedbank Helpdesk,Service Provider,1,286,286.0,286,1.0,0.0,10.0,2023-08-03,2023-08-03,0,True,1.0,False,Service Provider
Nedbank Home INS,Service Provider,4,2517,757.0,810,1.0,0.0,11.5,2022-02-18,2022-02-25,7,False,3.243243243243243,False,Service Provider
Nedbank Homeloan,Service Provider,1,592,592.0,592,1.0,0.0,13.0,2023-12-20,2023-12-20,0,True,1.0,False,Service Provider
Neill,Unknown,1,52,52.0,52,1.0,0.0,15.0,2022-09-20,2022-09-20,0,True,1.0,False,Supplier
Nell,Unknown,3,207,58.0,109,0.6666666666666666,0.0,13.666666666666666,2022-02-22,2024-01-02,679,False,0.1269393511988716,False,Supplier
Nelson,Unknown,1,92,92.0,92,1.0,0.0,11.0,2023-09-04,2023-09-04,0,True,1.0,False,Service Provider
Nene,Unknown,13,1451,111.0,221,1.0,0.0,12.0,2022-02-23,2024-01-24,700,False,0.5342465753424658,False,Supplier
Newman,Unknown,1,82,82.0,82,1.0,0.0,11.0,2023-09-04,2023-09-04,0,True,1.0,False,Service Provider
Ngalo,Unknown,1,53,53.0,53,1.0,0.0,10.0,2022-09-21,2022-09-21,0,True,1.0,False,Service Provider
Ngcobo,Unknown,1,70,70.0,70,1.0,0.0,13.0,2023-09-04,2023-09-04,0,True,1.0,False,Supplier
Ngcongo,Unknown,1,126,126.0,126,1.0,0.0,10.0,2024-01-08,2024-01-08,0,True,1.0,False,Service Provider
Ngema,Unknown,2,10,5.0,6,1.0,0.0,11.0,2022-09-22,2022-09-22,0,False,2.0,False,Service Provider
Ngidi,Unknown,1,19,19.0,19,1.0,0.0,12.0,2022-09-22,2022-09-22,0,True,1.0,False,Supplier
Ngobeni,Unknown,2,174,87.0,136,1.0,0.0,15.5,2024-01-11,2024-01-11,0,False,2.0,False,Supplier
Ngobese,Unknown,1,9,9.0,9,1.0,0.0,11.0,2024-01-12,2024-01-12,0,True,1.0,False,Service Provider
Ngoepe,Unknown,1,5,5.0,5,1.0,0.0,15.0,2023-09-04,2023-09-04,0,True,1.0,False,Supplier
Ngoma,Unknown,7,134,18.0,43,0.8571428571428571,0.0,13.571428571428571,2022-09-22,2024-07-09,656,False,0.3061224489795918,True,Supplier
Ngomane,Unknown,6,260,11.0,129,1.0,0.0,11.833333333333334,2024-01-12,2024-01-24,12,False,4.285714285714286,False,Supplier
Ngubane,Unknown,6,123,26.0,33,1.0,0.0,14.166666666666666,2024-01-12,2024-05-02,111,False,1.276595744680851,False,Supplier
Ngubeni,Unknown,1,35,35.0,35,1.0,0.0,12.0,2024-01-17,2024-01-17,0,True,1.0,False,Service Provider
Ngubo,Unknown,7,1053,148.0,277,0.0,0.0,18.0,2022-09-24,2024-06-15,630,False,0.3181818181818182,True,Service Provider
Ngwane,Unknown,6,377,56.0,153,1.0,0.0,11.333333333333334,2023-09-05,2023-09-05,0,False,6.0,False,Supplier
Ngwenya,Unknown,2,11,5.5,6,1.0,0.0,12.0,2024-01-18,2024-01-18,0,False,2.0,False,Service Provider
Nhlapho,Unknown,1,89,89.0,89,1.0,0.0,13.0,2024-01-18,2024-01-18,0,True,1.0,False,Supplier
Nhlapo,Unknown,2,71,35.5,68,1.0,0.0,14.0,2023-09-05,2023-09-05,0,False,2.0,False,Supplier
Nhleko,Unknown,1,44,44.0,44,0.0,0.0,17.0,2023-09-05,2023-09-05,0,True,1.0,False,Important Contacts
Niece LET01,Family,39,3980,18.0,1297,0.358974358974359,0.0,13.538461538461538,2022-02-21,2024-09-28,950,False,1.193877551020408,True,Family
Niece MPH01,Family,369,102636,75.0,4623,0.4688346883468834,0.032520325203252,14.092140921409214,2022-01-04,2024-08-02,941,False,11.400617919670443,True,Family
Niekerk,Unknown,2,8,4.0,4,1.0,0.0,14.0,2024-01-18,2024-07-18,182,False,0.2830188679245283,True,Supplier
Niemand,Unknown,4,362,107.0,126,1.0,0.0,15.75,2024-01-18,2024-01-18,0,False,4.0,False,Supplier
Nkala,Unknown,2,160,80.0,120,0.0,0.0,15.5,2022-09-24,2023-03-11,168,False,0.303030303030303,False,Supplier
Nkoana,Unknown,2,44,22.0,27,1.0,0.0,13.5,2023-09-06,2023-10-10,34,False,0.9375,False,Supplier
Nkomo,Unknown,6,161,22.0,60,0.0,0.0,17.0,2022-09-24,2022-12-17,84,False,1.5789473684210529,False,Supplier
Nkosi,Unknown,5,377,64.0,185,1.0,0.0,12.2,2022-09-27,2022-10-05,8,False,3.947368421052632,False,Supplier
Nkuna,Unknown,1,22,22.0,22,0.0,0.0,18.0,2022-09-27,2022-09-27,0,True,1.0,False,Supplier
Nkwana,Unknown,5,1061,45.0,738,0.6,0.0,9.8,2023-09-06,2024-07-01,299,False,0.4559270516717325,True,Service Provider
Noble,Unknown,1,30,30.0,30,1.0,0.0,11.0,2022-09-28,2022-09-28,0,True,1.0,False,Service Provider
Nong,Unknown,2,320,160.0,175,1.0,0.0,9.5,2022-02-23,2023-01-23,334,False,0.1648351648351648,False,Service Provider
Nonyane,Unknown,18,770,35.0,116,0.4444444444444444,0.0,14.833333333333334,2024-01-18,2024-08-05,200,False,2.3478260869565215,True,Supplier
Norman,Unknown,4,112,27.0,42,0.75,0.0,14.5,2023-09-06,2023-09-07,1,False,3.870967741935483,False,Supplier
Nortje,Unknown,1,34,34.0,34,1.0,0.0,11.0,2023-09-07,2023-09-07,0,True,1.0,False,Service Provider
Nsele,Unknown,1,5,5.0,5,1.0,0.0,13.0,2022-09-28,2022-09-28,0,True,1.0,False,Supplier
Ntanzi,Unknown,17,221,5.0,128,0.8823529411764706,0.0,13.0,2023-09-07,2023-10-25,48,False,6.538461538461538,False,Supplier
Ntsele,Unknown,2,92,46.0,89,1.0,0.0,14.0,2023-09-07,2023-09-07,0,False,2.0,False,Supplier
Ntsoane,Unknown,1,73,73.0,73,0.0,0.0,17.0,2024-01-18,2024-01-18,0,True,1.0,False,Service Provider
Ntuli,Unknown,2,707,353.5,441,1.0,0.0,12.5,2022-09-28,2022-12-15,78,False,0.5555555555555556,False,Service Provider
Nxele,Unknown,1,15,15.0,15,1.0,0.0,14.0,2022-09-28,2022-09-28,0,True,1.0,False,Supplier
Nxumalo,Unknown,2,130,65.0,86,1.0,0.0,10.0,2024-01-19,2024-01-19,0,False,2.0,False,Service Provider
Nyambi,Unknown,1,5,5.0,5,1.0,0.0,11.0,2023-09-08,2023-09-08,0,True,1.0,False,Service Provider
Nyathi,Unknown,1,71,71.0,71,1.0,0.0,12.0,2023-09-08,2023-09-08,0,True,1.0,False,Service Provider
Nyawo,Unknown,12,191,5.0,92,0.25,0.0,13.0,2022-09-28,2024-04-06,556,False,0.614334470989761,False,Supplier
Nyawose,Unknown,1,27,27.0,27,1.0,0.0,12.0,2024-01-19,2024-01-19,0,True,1.0,False,Supplier
Nyembe,Unknown,3,198,13.0,176,0.3333333333333333,0.0,10.333333333333334,2023-09-09,2023-09-12,3,False,2.727272727272727,False,Service Provider
Nyoka,Unknown,1,8,8.0,8,1.0,0.0,14.0,2022-09-28,2022-09-28,0,True,1.0,False,Supplier
Nyoni,Unknown,3,71,21.0,30,1.0,0.0,15.666666666666666,2022-09-28,2022-09-28,0,False,3.0,False,Supplier
Nzama,Unknown,13,632,21.0,213,0.6153846153846154,0.0,13.846153846153848,2022-09-28,2023-05-19,233,False,1.4828897338403044,False,Supplier
Nzima,Unknown,5,415,70.0,196,1.0,0.0,10.0,2022-09-29,2022-09-29,0,False,5.0,False,Supplier
Nzuza,Unknown,3,52,10.0,32,1.0,0.0,11.0,2022-09-29,2022-09-29,0,False,3.0,False,Service Provider
Oakes,Unknown,1,104,104.0,104,1.0,0.0,9.0,2022-09-30,2022-09-30,0,True,1.0,False,Service Provider
Oakley,Unknown,2,30,15.0,20,0.0,0.0,13.0,2023-09-09,2023-09-09,0,False,2.0,False,Supplier
Oates,Unknown,4,175,50.0,73,1.0,0.0,13.75,2022-09-30,2022-10-17,17,False,2.5531914893617023,False,Supplier
Obed,Unknown,1,248,248.0,248,1.0,0.0,11.0,2022-02-23,2022-02-23,0,True,1.0,False,Service Provider
Obies,Unknown,8,101,8.0,42,0.75,0.0,14.0,2022-10-01,2023-03-28,178,False,1.1538461538461535,False,Supplier
Obrien,Unknown,1,62,62.0,62,0.0,0.0,13.0,2023-09-10,2023-09-10,0,True,1.0,False,Service Provider
Ochse,Unknown,1,5,5.0,5,1.0,0.0,9.0,2022-10-03,2022-10-03,0,True,1.0,False,Service Provider
October,Unknown,3,54,15.0,29,1.0,0.0,15.333333333333334,2024-01-19,2024-01-19,0,False,3.0,False,Supplier
Odell,Unknown,4,338,87.0,104,1.0,0.0,11.0,2022-10-03,2022-10-03,0,False,4.0,False,Supplier
Odendal,Unknown,2,38,19.0,33,0.0,0.0,8.0,2024-01-20,2024-01-20,0,False,2.0,False,Service Provider
Odette,Unknown,3,242,107.0,127,0.6666666666666666,0.0,13.666666666666666,2023-09-10,2023-12-14,95,False,0.7200000000000001,False,Supplier
Odgers,Unknown,1,43,43.0,43,1.0,0.0,9.0,2023-09-11,2023-09-11,0,True,1.0,False,Service Provider
Oduro,Unknown,2,137,68.5,136,1.0,0.0,10.5,2022-10-03,2022-10-03,0,False,2.0,False,Service Provider
Oelsen,Unknown,16,573,27.0,95,0.6875,0.0,11.25,2023-09-11,2024-02-22,164,False,2.474226804123711,False,Supplier
Oertel,Unknown,2,91,45.5,54,1.0,0.0,11.0,2023-09-12,2024-03-21,191,False,0.2714932126696833,False,Service Provider
Ogilvie,Unknown,2,15,7.5,11,1.0,0.0,16.0,2024-01-22,2024-01-22,0,False,2.0,False,Supplier
Ogle,Unknown,5,312,57.0,104,1.0,0.0,11.0,2022-02-24,2022-08-12,169,False,0.7537688442211055,False,Supplier
Ohlson,Unknown,1,4,4.0,4,1.0,0.0,12.0,2023-09-12,2023-09-12,0,True,1.0,False,Service Provider
Ohlsson,Unknown,1,17,17.0,17,1.0,0.0,10.0,2024-01-23,2024-01-23,0,True,1.0,False,Service Provider
Okafor,Unknown,2,325,162.5,304,1.0,0.0,14.0,2023-09-12,2023-09-12,0,False,2.0,False,Service Provider
Okeke,Unknown,1,238,238.0,238,1.0,0.0,10.0,2022-10-03,2022-10-03,0,True,1.0,False,Supplier
Okes,Unknown,4,120,33.0,39,1.0,0.0,12.75,2022-02-24,2022-02-24,0,False,4.0,False,Service Provider
Okoye,Unknown,1,263,263.0,263,1.0,0.0,10.0,2022-10-03,2022-10-03,0,True,1.0,False,Service Provider
Oldham,Unknown,1,27,27.0,27,1.0,0.0,16.0,2023-09-12,2023-09-12,0,True,1.0,False,Supplier
Olifant,Unknown,1,128,128.0,128,1.0,0.0,10.0,2024-01-23,2024-01-23,0,True,1.0,False,Service Provider
Olive,Unknown,1,5,5.0,5,1.0,0.0,11.0,2022-10-03,2022-10-03,0,True,1.0,False,Service Provider
Oliver,Unknown,1,115,115.0,115,1.0,0.0,13.0,2023-09-13,2023-09-13,0,True,1.0,False,Service Provider
Olivia,Unknown,1,104,104.0,104,0.0,0.0,17.0,2023-09-13,2023-09-13,0,True,1.0,False,Service Provider
Olivier,Unknown,1,61,61.0,61,1.0,0.0,15.0,2024-01-23,2024-01-23,0,True,1.0,False,Supplier
Olsen,Unknown,1,148,148.0,148,1.0,0.0,12.0,2022-10-03,2022-10-03,0,True,1.0,False,Service Provider
Olver,Unknown,2,74,37.0,63,1.0,0.0,11.0,2022-10-04,2022-10-04,0,False,2.0,False,Service Provider
Olwage,Unknown,1,3,3.0,3,0.0,0.0,18.0,2023-09-13,2023-09-13,0,True,1.0,False,Supplier
Olyn,Unknown,5,141,27.0,53,0.6,0.0,15.8,2022-02-24,2022-10-26,244,False,0.5474452554744526,False,Supplier
Omar,Unknown,3,147,31.0,107,0.6666666666666666,0.0,10.666666666666666,2022-02-25,2022-02-26,1,False,2.9032258064516125,False,Service Provider
Omni Digital,Supplier,3,351,101.0,243,1.0,0.0,12.666666666666666,2024-01-16,2024-08-06,203,False,0.3862660944206008,True,Supplier
Oneill,Unknown,2,26,13.0,25,1.0,0.0,12.0,2023-09-14,2023-09-14,0,False,2.0,False,Service Provider
Oortman,Unknown,3,80,24.0,42,1.0,0.0,10.666666666666666,2024-01-24,2024-01-24,0,False,3.0,False,Service Provider
Oppel,Unknown,1,335,335.0,335,1.0,0.0,13.0,2022-10-04,2022-10-04,0,True,1.0,False,Service Provider
Oppelt,Unknown,1,38,38.0,38,1.0,0.0,12.0,2023-09-14,2023-09-14,0,True,1.0,False,Service Provider
